"review","sentiment"
"although i liked this Western,i do have to say,it's not one of my favourite John Ford Westerns.for me,it just lacks a certain something that most of his other films(the ones i have seen anyway)possess)i'm nit sure what that something is.it's not something tangible.anyway,the gist of the story is about a Mormon wagon train which is being used by a band of outlaws as a hideout from a pursuing posse.Ford employs a lot of his regulars here.there are some interesting characters,some nice scenery,a bit of action,and excitement.it all adds up to a watchable experience.it's certainly not boring.just not quite up to the usual John Ford standard.for me,Wagon Master is a 7/10","positive"
"This is the kind of movie you regret you put in your VCR. It is some weird bad rip off version of Stephen kings movie ""Misery (1990)"". I cannot understand how this movie got a 5.2 score, because it has no story what so ever, and when the movie finally ended, I was relieved.<br /><br />This movie should have been released as a short-movie instead.. to much time is spent on the same thing. And as in every bad movie, everything happens just at the end of the movie in a 10-15 minutes time span...<br /><br />So, before you decide to watch this movie, be sure to put some new batteries in your remote control, because you are going to do whole lot of fast-forwarding... don't worry, you wont miss anything important.","negative"
"Here's yet another film from the 80's that most people just don't know exists. This slow, picturesque (the loving shots of the Montana landscapes are breathtaking and reminded me of Costner's recent ""Open Range"", which also starred Robert Duval), and emotionally satisfying film is the perfect type of movie to watch late one night when you can't sleep or on a listless Sunday afternoon. Those in the right mood will be treated to a finely detailed and intimate look at the grief of one family and how they come back together after the youngest son accidentally shoots and kills the eldest son while hunting. The performances are all top notch and quietly nuanced. Glenn Close, Robert Duval, and Wilford Brimley are pitch perfect in their portrayals, as are all the supporting players and young actors. I especially liked how director Cain (who unfortunately hasn't directed anything of note since this except the first ""Young Guns"") gives us quiet little glimpses into everyone's personal grief. We don't just see how the death effects the younger brother or the parents, but also the confused middle sister, the wayward uncle, his crazy wife, and the dead teenager's girlfriend. What we essentially get here is the rural Mid-Western answer to ""Ordinary People."" There's also shades of David Lynch's ""The Straight Story"" in some of the stoic downhome Mid-West morality of the folks depicted here and also in the lovingly haunting shots of the farmland they inhabit. This is one of the better and more realistic ""tear-jerkers"" of the era, and a nice little find for you quality movie hunters out there.","positive"
"Stylish, moody, innovative revenge-driven bloodbath. Also cheesy, of course, and sporadically very cheesy. It reminded me a lot of The Big Heat because it has the revenge plot set off by the exact same event, and the girl comes around to the good guy's side because of the same bad behavior by the bad guy. It's sad there's no Gloria Grahame but so fantastic that it's Alain Delon and not Glenn Ford. Could there be anyone as beautiful as Alain going around in a cashmere sweater and trenchcoat? Yet he's totally tough and icy cool. No one nowadays can touch him--though someone like Jude Law could try I guess. Hard for any girl to look good with him. The music was funky and perfect and there were several excellent car chases (and those aren't generally my cup of tea)--especially one willy nilly one in the woods. People also met their dooms in creative and bloody fashion, for instance in a junkyard cruncher. But beyond the cheese, the overall atmosphere was affecting and expertly pulled off. More creativity, excitement and freshness in that ""forgotten"" movie than most of what I've seen lately.","positive"
"I enjoyed watching Cliffhanger, at the beginning when that woman (Sarah) was full of terror when she was slipping, i thought that was a terrifying scene as i would think that when you see that see, your nerves in your body get to you because it makes you get full of fright and your heart beats faster. I did like watching Cliffhanger, i think Silvestar Stallone is a great actor and i think he'll be known as playing Rambo and Rocky.","positive"
"Fulci... Does this man brings one of the goriest and weirdest movies ever made? Answer: yes! Cat in the Brain, also known as Nightmare Concert is Fulci's last masterpiece. Yes it is, no matter what some people will say about it. There are few facts why this movie is one of the best Fulci's movies.<br /><br />Fulci make a fun of himself and his movies with this one. Lead roll in this movie is no other then Fulci himself, who plays... well horror-splatter-gore director, who thinks he is slowly going insane. It's filled with black humor which unlike in the most of the modern horror movies works here. Being Fulci flick, you need to know it's gory. How much? Well pretty much. I always loved gore in the movies and I never get enough of it, but Cat in the Brain actually stopped my thirst for gore, and believe me, it's a hard to archive. Even the Braindead didn't stop it. CITB is all about gore. Almost every scene revolves about Fulci, who after being hypnotized by *khmmm* evil psychiatrists is seeing all kinds of horrors for everything that happens to him or everything he sees. Some of the scenes involves him accidentally dropping the whiskey, and instead of that he sees rotten corpse lying on the floor, which starts to spit some ooze from it's wounds. Forget the Beyond or Zombie 2, this IS the goriest Fulci movie! Now I like how Fulci manage to apply all those comic parts in the gorefest movie. He is such a brilliant director. Some funny moments and lines happens from time to time, like one where Fulci says ""making gore movies is kind of a sickness"" Ending is very good considering that Fulci (and most of the Italian horror masters) is know for making ending with no sense or many plot holes. If you are fun of the Fulci, make sure you check it out. If you have a weak stomach, avoid this and repeat ""Its only a movie"" ps. some of the gore scenes within this movie: Chainsaw dismemberment (full), tongue torn out, eyeballs torn out, maggot infested corpses, zombies, decapitations, face being putted in boiling water, stabs in the shower (to head), throat slit, many parts of the body and organs being toast aside, hammer smashed face...","positive"
"You know what they say about the 70's..if you can remember them you weren't there. One of the few things I do remember about the 70's was the very first hippie and hip social satire as seen from a totally 'underground'or counter-culture perspective..The Groove Tube. If the humor seems faded or witless now to some viewers it can only be because a lot has happened in the last 30 years and the comedy isn't 'fresh' anymore..but hey! When this movie came out it was a first..and some of these skits were being done for the very first time...at a time when Nixon was in office, the Vietnam war was raging, the sexual revolution was in full swing..and J.Edgar Hoover was still in charge of the FBI. This is a film made before Watergate broke and as such it was one of the first to take a big swipe at the establishment..to make fun of it and the hippies at the same time. And frankly, some skits are still dead funny. If you liked Cheech and Chong's ""Up In Smoke""..you will LOVE this film.<br /><br />If you want to know what the 70's were really like..check out the Groove Tube.. if you liked the Oscar winning ""Network"" from about the same year and thought it was right on the mark in its savage look at TV, you will dig the Groove Tube..which picks up on the theme but plays from the angle of the viewers...the young viewers who were turning off the TV in favor of other entertainments.... We had been raised on Ozzie & Harriet ""Leave It to Beaver"", Father Knows Best, My Three Sons..Happy Days...so imagine our glee when those of us who were experimenting with the new life-styles got to see a send up of the box as seen from our perspective! The commercials by the Uranus corporation alone are priceless..""Good things come from Uranus""....and the sudden break from straight film into Fritz the Cat-style animation when the hippies eat the weed is still one of the best segues in and out of sanity i have ever seen on film.<br /><br />If you liked the Kentucky Fried Movie, you will LOVE this film. And if you ever wondered why your weird uncle Harold still gets a wicked gleam in his eye when thinking back to his college days..this would be the perfect film to watch.<br /><br />Take it for what it is..a memento of the times...and a sassy little film that will help all of us who did forget the 70's to remember them anew.","positive"
"The weakness of this comes from the confusing storytelling, plots often coming out of nowhere. But it really didn't matter because I still enjoyed it to it's full length. Once you actually accept that this movies not to be taken too seriously then you'll enjoy it even more. It's basically a love story, a confusing one at first but as it evolves it really is something worthwhile. Sure it's been done so many times before but the complicated version of this is quite inspiring and touching.<br /><br />The over the top fantasy and cgi was overwhelming at first but I still enjoyed its purpose. And people quit whining about how it borrowed from other movies!! Guess what we know!! And it doesn't really matter because its purpose was to humour and entertain. Sometimes people has to stop being so critical and think for a moment before they start yapping about. Comparing this to Hollywood standards is utterly stupid and ignorant, It's a totally different style and target audience. As far as I'm concerned some the best films I've feasted my eyes upon are from eastern producers and directors. There's your Police story 4,shaolin soccer, kung fu hustle, dragon tiger gate, fist of legend, hero, crouching tiger etc...I for one like this movie and haling from the Philippines, US, england, Libya and now Australia, I'll always be interested in these types of films. Now try and judge my perception, but I warn you I do see things from from the point of view of those 5 countries I've lived in. So you better be as experienced and open minded.","positive"
"A young solicitor in sent to a remote area to wrap up the estate of a recently deceased client. When he arrives he finds that he is made less than welcome by the local villagers and that his deceased client was not liked. To speed things up he decides to move from the local inn and take up residence in her home, a house that is usually fogbound and approached only by a causeway that is blocked off by the sea most of the day. Once there he sees visions of a woman in black, is she real or imaginary,he is also subjected to the blood curdling cries of a woamn and child apparently drowning in the marshes, these events take their toll on him and he soon becomes quite terrified. Atmospheric TV adaptation of a famous play by Susan Hill, that spends it first third building up its characters, before moving to the creepy country house, its poor colour contrast give away its TV roots immediately, this really should have been in black & white, but still as a ghost story it had a couple of unsettling moments, still though after waiting so long to see it I must say I was sadly just a little underwhelmed.","positive"
"this is indeed a treat for every Bolan fan, some might think that it's a little over the top, and that it is only about Ringo and Marc's egos, but i think it's similar to any other concert video, except for the fact that this is Marc bolan, not just any guy! i especially liked the music video for children of the revolution, with Elton John and Ringo Starr. this clip alone is worth all the money, i can't believe they did'not release this version as the single. The movie is really superb, especially for us danes. Now, I wasn't alive during the 70's. but danes in general was totally shot out from what was happening around them. the media didn't play or show any of the popular music back then, including Marc Bolan and T.Rex, they only played a little with The Doors, only the really popular songs though. so, i know from my dad, that seeing this, gives him back a part of his youth, he never got to experience.<br /><br />i wont make this too long, so... If you're the least bit fan of Marc Bolan, you need to see this. you might find it boring or as said before, a little over the top. But at least you've seen one of the best musicians ever, in action!<br /><br />Only thing that disappoints me a little, is that Ride A White Swan isn't on the tape. but i forgive it, since Jeepster and Get It On are so wonderfully played.","positive"
"Went to Wal-Mart and found this film on DVD and had no idea whether I made a bad purchase or a good one. It is the later outcome to my viewing the entire film from beginning to end. Michelle Rodriquez,(Diana Guzman),""BloodRayne"",'05, gave a great performance and her looks are beautiful, sexy, and at the same time a real study in the art of how acting is really performed. Diana did not like her home life and especially her own father for the abuse he gave her mother. She decides to get boxing training in a local Brooklyn Gym and is not really well accepted by the male boxers. In her high school there is plenty of friction between her female classmates and guys. There is lots of action in the ladies bathroom and references as to private parts of guys. If you like boxing, and seeing a hot sexy gal do wonders in the ring and knock the boys on their you Know What, this is the film for you.","positive"
"The Internet is a wondrous thing is it not? I am watching a taped episode of one of my all time favorite documentaries, ""Vietnam:The Ten Thousand Day War"", from my DVR in Florida USA to my laptop in Kuwait; I'm writing a review about this series and have just read another review from someone who actually lives in Vietnam! Amazing. I would like to just say that for Minh Nguyen to make the statement that America brought the war to Vietnam is one sided. I know America was the main player in the west but it takes two sides to wage war. The Soviets and the Chinese were major arms providers to the North so why Mr Nguyen doesn't mention them as partially to blame is showing an ignorance (well, I think we all know why he doesn't mention them, either ignorance from being raised in a communist system and its political dogma, or because he to scared to say the truth for fear of being arrested.). Also, Mr Nguyen, I guess the parts about the North being the main aggressor it whole war were not shown in your country so to blame America again shows ignorance. Regardless, its interesting to read a review from Vietnam (of course that could be made up as well but I'll take that as real), at least the communist east is somewhat open. As far as the mini series; why do I love it? It doesn't focus on the American involvement solely. This was a war that started 15 years before America got involved and the series covers every facet of the history so thats a real plus. The footage used is first rate, all the Vietnam War programs you see made now will use the same footage so you are not missing anything by watching this older series. The date this series was made is another plus. It has all the major players being interviewed which you can't do now because they are dead from old age, it's a major historical reference. Third, Richard Basehart adds a very distinctive narrative voice, his voice sounds as distinguished as James Earl Jones voice would and I think thats very steep praise. I don't think you could find a better war documentary ever made, it's like taking the relatively modern technology of 1980 and transplanting it to the year 1950 and interviewing all the generals and politicians on both sides of world war two, it does that for the Vietnam War.<br /><br />OK, I do see some bias, its subtle, a 1970's-80's style subtle bias kind of like NPR ""All Things Considered"" bias where it all seems so straight forward but when you blink you end up shaking your head. In this shows case the later episodes don't throw a whole lot of light on the role of the media and propaganda in general, all useful tools to influence the outcome of a war, DON'T YOU THINK????? <br /><br />From an OIF War Veteran going through the same thing 30 years later.","positive"
"I remember a time when the only thing that did exist where clubs, drugs pubs and parties. This movie came out a couple of years after i started going clubbing. If i had never discovered the ravier side of things this movie may not have made sense to me. That night when i watched it for the 1st time, with some mates, i was completely blown away. I had never watched a movie that hit so close to the reality of where i was in my life at that time. Almost everything i could relate to in some way. There was never 1 character i could fully relate to but more a combination of all of them in one way or another. My mates where no different and i remember us all saying that they where us or we where them. We had all been out that weekend together doing exactly what the crew do in HT. We where coming down while we watched and when the movie ""came down"" i remember actually coming down a bit further. it was actually quite depressing in our room during those ""low points"". Thats what's so good about Human Traffic. it really taps the whole situation.<br /><br />its a unique movie in the way its not plot driven, but then its not completely character driven although the characters are important. it always seemed to be based on the situations. Situations as a group and as individuals. Each character is lost in life, for their own reasons. yet each of them responds to the lostness in the same way. work any job to make money to pay for the weekend and escape it all. for them its their holiday. But the reality is you cant truly escape. Another situation they all have to face.<br /><br />Me and my mates where no different from these guys. We all had our own stuff going on. Human traffic helped explain to us what we didn't understand about our selves. It does it in a way that doesn't talk down to you. It made us feel like we weren't the only ones out there like us and that the lessons learned where ones many others, from all over the world, had gone thru. it wasn't until my lifestyle changed from party popper to career driven that i would fully understand this movie. these days i watch HT, every now and then(as i just have), and reminisce the old days. No other movie can do this. I was peter popper, i was jip travolta, i went to never never land with my chosen family. i'd have $200 in my back burner and i wax the lot! No worries!","positive"
"A very interesting documentary - certainly a lot more than Sideways, a pseudo wino drama - where the capitalist conspiracy is revealed in all its greed. According to the documentary - and confirmed by the recent publication of a biography on Parker - only two men dictate the nature of wines in the world: Robert Parker of Massachussets and Michel Rolland, a French wine industry expert based in Bordeaux and also known as a ""flying winemaker"". The director is clever enough to insert interviews of local wine producers from many different regions of France, from Sicily to Argentina and interviews of the biggest players in the industry such as the Mondavi family to uncover the wraps on the globalization of wine making and marketing. A must see for anyone interested in the dark side of the industry. Drinking a glass of wine will not be the same political and commercial act after watching this well made documentray.","positive"
"The filmmakers try to paint the influence of the Mondovis and Robert Parker as a travesty on par with the German occupation of France and the reign of Fascism. But they never find a victim in this film. We hear wine makers, critics and distributors bemoan that while the wine industry grows it becomes increasingly homogeneous. But the film never makes a case that this has resulted in the loss of any good wine or exploitation of any person or culture other than naive Wine Spectator readers with lots of cash. If they want to pay hundreds of dollars for a dull wine, so be it.<br /><br />If this were a film about the diamond trade, where the DeBeers corporation's market domination results in human suffering, the muckraking style might have been appropriate. But as it is it just comes off as anti-American, anti-modernization and anti-capitalist. Had the filmmakers been around in the 1870s they most likely would have protested the grafting of American vines in the effort to save French wine.","negative"
"Sorry, I don't have much time to write. I am not a psychologist but have known one for 25 years. She said that Scott Wilson portrayed a sociopath (no conscience) extraordinarily well. I agree! She also said that Robert Blake portrayed a person with anger and impulse control who had a conscience but couldn't control himself superbly. I agree! What a chilling and tremendous film. I have seen over 2000 films and would rank this in the top 100. My lifelong friend deals with clients such as these regularly. My only criticism was the preachy narration at the end of the film. Many people grow up in less than ideal circumstances but only one in a million will behave as these 2 losers did.","positive"
"This very strange movie is unlike anything made in the west at the time. With its tumultuous emotions and net of visions, dreams, and startling images, its effect is both beautiful and unsettling. The actors are choreographed more like dance than acting. It contains the only dream sequence I know of that actually resembles a real nightmare (sorry, Dali fans).","positive"
"I bought this thing used at a video game store's ""clearance bin"". I wanted to get that guilty feeling from watching something I've been warned is too intense to watch; I wanted the shock value. I wanted to feel guilty and bad about watching a ""banned film"". I was very disappointed.<br /><br />Cannibal Ferox does not work because it is so campy and fake. Most of the time the camera does not show you the ""shocking"" stabs, chops, slicing - you just see the aftermath. (They do show a breast hooking in detail). The special effects are just OK. Nothing here that tells you any of the violence is real. The ""cannibals"" are obviously poor people from central / south America who were dressed up as jungle savages and told to act mean. These people were obviously in on the whole picture to get a little money, or food, or both. Again...just not convincing.<br /><br />However, like everyone else has said, there is some real killing of animals going on here. That is the extent of the realism. To me, that was more shocking than any gutting, chopping of scalps, or castration, and even then, the animal deaths are not that gory at all - maybe just sad.","negative"
"Dominick (Nicky) Luciano wears a 'Hulk' T-shirt and trudges off everyday to perform his duties as a garbage man. He uses his physical power in picking up other's trash and hauling it to the town dump. He reads comic-book hero stories and loves wrestlers and wrestling, Going to WrestleMania with his twin brother Eugene on their birthday is a yearly tradition. He talks kindly with the many people he comes in contact with during his day. He reads comic books, which he finds in the trash, with a young boy who he often passes by while on the garbage route. Unfortunately, Dominick has a diminished ability to use his mind. He has a disability.<br /><br />Dominick's disability came as a result of an injury to the head in which he suffered traumatic brain injury (TBI). This injury left him slower, though it did not change his core characteristic as a strong individual who helps to protect others. Dominick is actually more able to live independently than he may seem at the beginning of the film. He lives with Eugene who is studying to become a doctor. Dominick provides the main source of income, while Eugene is off studying. Eugene must face the fact that he is to continue his education in a different city, and that he must move away from Dominick. Eugene also develops a romance which begins to separate him from his twin brother.<br /><br />The film deals specifically with domestic abuse and how this can impact individuals, families, and then society as a whole. The strain that escalates between Eugene and Dominick as Eugene realizes that he must eventually leave Nicky, exploded on their birthday night. Eugene yells at Dominick and throws him against the wall. In this moment, Eugene must confront his own fears of being like his abusive father, the father which Dominick protected him against while he himself became the victim of the abuse. This event cemented the love between the two brothers, who from then on became the best of friends. Though they needed each other, they also both needed independence and the ability to grow and develop relationship with others. The fact that they must part ways became a very real emotional strain. However, by the end of the film, Dominick is able to say good bye to his brother and wish him luck. Eugene is able to leave his brother with the confidence that he has started to make a social network of people who care about him and will help him with his independence.<br /><br />When Dominick witnesses the abuse of his friend he is forced to come face to face with the cause of his own trauma. In this state of extreme stress, Dominick almost completely shuts down. He then runs after the ambulance to the hospital to see what happened to his friend. After learning that the boy has died, he is confronted by the abusive father who, fearing his testimonial, tells him he didn't see nothing, doesn't know anything, and not to say anything, and that if he does he will kill him. Now that his own life has been threatened, he goes and find the hand gun that Larry used to kill the rats. He goes to the wake of the deceased boy and at gunpoint, kidnaps the baby of the grieving family. He runs away from the scene and hides in a building. When the police surround him, Eugene goes in the building to talk to his brother. Eugene then reveals the cause of Dominick's disability and they bring the baby back. The abusive father then wields a gun of his own threatening to kill Dominick, but Eugene stops him and Dominick tells the crowd that he saw the father throw his son down the stairs.<br /><br />Through the climactic ending, the issue of dysfunctional behavior comes into view. Though Dominick's instinct to save the baby can be understood, we also see how damaging this response is. Dominick put the baby's life and his own life in grave danger. The larger societal consequences of these events is not directly implicated, but rather shown through the films ending. Despite the more optimistic ending portrayal, another sequence of events might just have likely occurred, in which Dominick is charged with kidnapping and possession of a firearm. It is somewhat difficult to believe that this went completely unaccounted. Furthermore, even if Dominick is not charged, there may still be a stigma against him within the community, not that there wasn't one before these events. Instead, the film shows that we must be able to recognize problematic behavior and act to curb it.<br /><br />Dominick and Eugene was released in 1988, the same year as another film, Rainman, which won 5 Academy Awards. While Rainman was an achievement and helped increase the visibility with person with disabilities, it could be argued that Dominick and Eugene holds more valuable lessons for society. Whereas, Rainman demonstrated that mainstream American society might be able to learn from and care for a 'savant', if the 'savant' is the inheritor of a large estate. Dominick and Eugene show that a person with a disability might be able to care for and help save members of American society. The message of an independent person with disabilities may have been too strong for 1988. Hopefully someday society will see the strengths of individuals with disabilities, not as a threat, but as imperative for the strength of society.","positive"
"I couldn't wait to put this movie in my DVD player when I rented it. Then after I started it, I couldn't wait to get it OUT of my DVD player. Actually I watched all of the movie. My wife and I kept waiting and waiting for something funny to happen, but nothing funny ever does. The box read like the it would be really funny. The premise of the movie sound good. Ben Stiller is funny. Jack Black is funny. How could this movie miss? Well....it does miss! This is the unfunniest ""comedy"" I have ever watched. Nobody I have talked with thought it was even slightly funny. It is just a really lame movie. Trust me. Avoide it....AVOIDE IT!!","negative"
"That this poor excuse for an amateur hour showcase was heralded at Sundance is a great example of what is wrong with most indie filmmakers these days.<br /><br />First of all, there is such a thing as the art of cinematography. Just picking up a 16mm camera and pointing it at whomever has a line does not make for a real movie.<br /><br />I guess we have to consider ourselves lucky the director didn't pick up someone's camcorder...<br /><br />Second, indie films are supposed to be about real people. There's nothing real in this film. None of the characters come across as being even remotely human.<br /><br />What they come across as being is figments of the imagination of a writer trying to impress his buddies by showing them how ""cool and edgy"" he is.<br /><br />Sorry, but this is not good writing, or good directing.<br /><br />What is left is a husk of a bad movie that somehow made its way to Sundance. Hard to believe this was one of the best films submitted...<br /><br />In any case, it made me loose what was left of my respect for the Sundance brand.","negative"
"This movie is another one on my List of Movies Not To Bother With. Saw it 40 years ago as an adolescent, stayed up late to do so, was very annoyed to find that it was about 95% romance,4% everything else, 1% history if that. It's what I call a bait and switch movie, one with an interesting title, the actual movie is a scam. This is a subject which deserves a good cinematic treatment, this movie is almost an insult to those who served. The actual members of the Lafayette Escadrille were not on the run from the law nor were they the products of abusive homes, they were in reality idealists who wanted to do something to help France. And I suspect many of them came from a more upper class background than Tab Hunter's character. Flying school is not for the smart alecks and the know it alls, an individual such as the one portrayed here wouldn't have lasted two days, it would have either been the stockade or the infantry. Discipline in the French Army was often rather fierce. In short, another Hollywierd version of an historical episode that deserves proper treatment.","negative"
"It has been said that Deanna Durbin invented teenagery. This first film was one of the best. The humorous story presented a delightful 14 year old Deanna, a little beauty with a gorgeous voice, as the ""Miss Fixit"" in a family split by divorce. For plot summary, see other IMDb entries, but quickly Deanna and her two older sisters plan to go to America from Switzerland to prevent their father from remarrying. With an excellent supporting cast especially Barbara Read and Nan Grey as the sisters, good direction and editing, the film succeeds in captivating one even on subsequent viewings. Of Deanna's three songs, only ""Il Bacio"" is from the classical repertoire, but when she sings it in that police station scene, the film's place in history is assured. At least it was for this viewer who at the age of 15 was smitten for life with both Deanna and classical music. One of the many nice touches that occur throughout THREE SMART GIRLS is the brief glimpse of the drunk stretching his neck for a final glimpse of Deanna as the cops hustle him by! One unfortunate result of the success of this film was that subsequent writers for Durbin vehicles became locked into the ""Miss Fixit"" theme, which quickly became stale. Deanna herself never did. Her stature as an actress is more questionable than her charisma, which she certainly had. It seems to me that, like many another film personality, she substituted ""naturalness"" for the histrionic ability that she lacked. The ploy worked well for 21 feature films.","positive"
"Ah yes, it's yet another retelling of the classic, ""sociopathic murderous doctor creates female Frankenstein and falls in love"".<br /><br />From the same director who brought you such timeless classics as ""10,000 Maniacs"" (no, not the group) and ""Blood Feast"", this ""unfinished"" film virtually cries out for the MST3K treatment. The doctor's assistant even has overtones of Torgo from the classic ""Manos: The Hands Of Fate"". I don't know if the graphic, if fake-looking violence or the frequent stretches of dialogue-free tedium could have scared the crew off, though.<br /><br />The main reasons to bother sitting through this movie are for the hysterical 'hypnosis' scene, the laughably serious ending and the rock-bottom production values. I actually watched all of the credits after this movie, for the same reasons you're inclined to slow down your car when you pass a serious traffic accident. That and the sheer genius of the end theme that sounds like a watered down ""My Favorite Things"" played on a toy piano. Goblin this ain't.","negative"
"honestly, where can I begin! This was a low budget, HORRIBLY acted film, it was so cheesy it had us all bursting with laughter to how completely retarded it was! the sword fighting scenes weren't even sword fights, they were playing around with some plastic swords they bought at wal-mart and all they were doing was just moaning to try and make it look like they were struggling!! Me and my family was in the mood for a really good action movie one day, so we decided to go to the store and look for one, and there it was The Sawtooth Island movie. I mean it looked so great but when we watched it at home I practically died after the first scene.<br /><br />Oh and the plot of the film, the story board, the script, etc..was a bunch of garbage that I don't even know why the director and producer even wasted their time making it!! But if you happen to stumble upon this movie..do not get it!!!!!","negative"
"this film is basically a poor take on the old urban legend of the babysitter who gets crank calls telling her to check the children, she calls the police who trace the calls and find there coming from inside the house. when a killer calls has a story so simplistic a little kid could have written it. not much suspense, it becomes clear who the killer is halfway through the film. at the beginning, when the first victim is killed it looks like a bondage fetish scene from a porn site or something. whats up with that? the film is oh so typical slasher fare with a plot about as original as a Beatles concert. even by low budget slasher standards its cheesy. don't waste your time with this. nuff said","negative"
"Grim instead of amusing, mean-spirited instead of playful, boring instead of interesting. It won't give you ""the willies"", but it just may gross you out or send you to sleep. And it will certainly make you wonder: ""what were they thinking?"" (*1/2)","negative"
"This film is so 1980's and that is what I like so much about it. It does an excellent job of conveying the feel of that odd decade. The reality that Russian nukes could wipe you out at any time. Reagan in the White House telling everybody that things were great, while more and more social programs were slashed. Young people dropped out, but not as far as their parents of the 1960's did. Young people still went to school, they just smoked so much dope that their sensetivities were all but dead. Nothing effected them, not even the death of one of their classmates at the hands of one of their friends. How weird is it to realize that the murder was wrong, but you are not sure why. Watching the characters deal with the crime is fascinating and telling of a very sick society. Glover is great, Keanu is great, Hopper is incredible. One of the most memorable movies I have ever seen.","positive"
"A detective (Dana Andrews) with a reputation for violence accidentally kills a suspect in a murder (Craig Stevens) and then tries to cover it up. The Otto Preminger directed film has plenty of atmosphere but the story gets watered down when the dead man's wife (Gene Tierney) falls for Andrews. He was doing fairly well digging himself into and out of a big hole, but she was just too much light at the end of the tunnel for a noir film. Gary Merrill is great as Scalese, a crime boss that Andrews is obsessed with bringing down, and the tension between them gives the film its energy and drive, especially a scene in a bath house with Merrill, Andrews, and Neville Brand, and the night time rendezvous outside of Bellevue Hospital, that sets up what ought to have been the film's conclusion. High marks for atmosphere, Andrews, Merrill, etc... and the general portrayal of the underworld, though the love angle and the simplistic good cop bad cop elements don't help its cause.","positive"
"A virtual carbon copy of The Cave save for a fewer lower budget effects and a slightly different plot. I knew the movie was going downhill when I saw the fake campfire flikering lights clearly reflected in a facial close up of one of the actors. The conflicts between characters and subplots seemed to serve no purpose whatsoever, and added nothing to the film except fewer moments of silence. The acting wasn't as bad as the typical B movie, and there was some believability in their fear, but as professional cavers, they seem to be too psychologically unstable for their chosen profession. Overall not worth wasting $4.50 to rent.","negative"
"My comment would have been added to the RELEASE DATE section, but I couldn't find a place for it. I was really surprised to see that this movie was released in the U.S. in Feb., 1955. I saw it in a ""first run"" theater in Washington, D.C. in March, 1958. Wonder if it was re-released, or some problem? In my opinion, this movie is very light entertainment, but has some classic characters. John McIntyre does a bang-up job as a corrupt judge/entrepreneur/thief. Walter Brennan does basically the same role he did in Red River years earlier. And, in my opinion, James Stewart gives as fine a performance as he ever did. I have seen this movie a half dozen times or more, and never tire of seeing parts of it again. The photography and scenery are splendid, and it offers a remarkable amount of entertainment in one hour and thirty-six minutes.","positive"
"Don't get me wrong. I've got a considerable soft spot for the works of Charles Band, both as producer and director. But you've got to raise an eyebrow when the man who was willing to put his name to ""Dollman Vs The Demonic Toys"" sticks a pseudonym on anything. As a bit of bad-movie fun, ""Head Of The Family"" is rather lacking, although it is better acted than you might expect. Jacqueline Lovell is a definite talent who deserves better than these kinds of movies. J.W. Perra is also quite funny as the titular monster, though for such a superintelligent being he does get hoodwinked quite easily. Y'know, I'm nitpicking because the rest of the movie is so sharp and witty of course....<br /><br />And having a lead character called Lance Bogan? Nice one guys. We didn't know you Americans knew that piece of slang!","negative"
"At the end of this episode Holmes asks Watson not to record the case for posterity.For a good reason! The super sleuth left his little grey cells(sorry Agatha)at home for this tale. There is no deductive reasoning,no acute analysis of signs at crime scenes. Holmes bumbles along fifty yards behind the plot. The dastardly CAM is finally dealt to by an old frail-in a manner that would have made Charles Bronson's heart swell with pride-six bullets in the breadbasket.In an ensuing chase a pursuer gets hold of one of Watson's shoes.Mercifully the writer didn't decide to tack on the story of Cinderella to lengthen the film.The murderess,Holmes and Watson,escape scot free. Oh well,it is a bit of a change of pace in late Victorian London.A bit of sixgun law:-)","negative"
"This film enhanced my opinion of Errol Flynn. While Flynn is of course best known for his savoir-faire and sprezzatura (to throw in a couple of high-falutin' European terms!), this film gives him an opportunity to stretch (albeit only slightly) as an actor, as he plays an unabashed social climber with a big ego and a sense of nerve to match. The supporting cast is excellent; everyone seems well-chosen for their roles.<br /><br />The story moves briskly and, while not particularly profound (it misses, perhaps intentionally, the opportunity to render social commentary on the massively uneven distribution of income during that time), it certainly entertains and satisfies. From what I know of Jim Corbett, the story is also reasonably faithful to history. I also really liked the great depictions of 1880s San Francisco. All in all, there's little not to like about this film...very well worth the time to watch it.","positive"
